6,13177,18470,6,0,14739,10828,0
6,13190,18496,6,6,14777,10848,0
6,13209,18515,0,6,14796,10867,0
6,13228,18534,6,6,14835,10886,0
6,13241,18553,6,6,14880,10899,0
6,13260,18572,6,6,14905,10905,0
0,13267,18598,12,12,14944,10924,0
0,13260,18611,19,12,14976,10937,0
0,13260,18624,19,12,15001,10944,0
0,13254,18643,25,19,15040,10956,0
6,13248,18649,32,19,14963,10976,0
6,13248,18656,32,12,15001,10982,0
6,13254,18668,32,12,15040,11001,0
6,13260,18681,25,19,15052,11014,0
6,13267,18694,25,19,15174,11027,0
6,13273,18707,25,19,15193,11033,0
12,13273,18720,19,12,15200,11033,0
12,13286,18739,12,12,15212,11040,0
12,13299,18758,12,12,15232,11046,0
19,13305,18764,12,6,15244,11052,0
19,13318,18777,6,6,15347,11052,0
19,13324,18790,6,6,15328,11059,0
19,13331,18796,6,6,15283,11059,0
19,13344,18803,6,0,15264,11059,0
19,13356,18816,6,6,15123,11052,0
19,13369,18828,12,6,15084,11052,0
12,13388,18841,12,6,15046,11046,0
12,13401,18848,12,6,15014,11046,0
19,13408,18854,12,6,14873,11059,0
12,13427,18860,6,6,14835,11059,0
12,13433,18873,6,6,14816,11059,0
12,13440,18880,12,6,14816,11052,0
12,13446,18905,12,6,14809,11052,0
19,13446,18924,12,6,14828,11052,0
19,13446,18950,12,0,14854,11065,0
19,13440,18956,12,0,14880,11059,0
19,13433,18950,12,0,14899,11059,0
19,13433,18956,12,6,14905,11052,0
12,13433,18963,12,6,15033,11046,0
19,13427,18969,12,6,15065,11040,0
12,13427,18976,12,6,15091,11033,0
12,13427,18988,12,6,15097,11033,0
12,13433,18982,12,6,15008,11027,0
6,13433,18995,12,6,15001,11020,0
6,13440,18988,12,6,15116,11008,0
6,13452,19001,6,6,15116,11014,0
6,13465,19020,6,6,15129,11014,0
6,13472,19033,6,6,15142,11014,0
6,13484,19046,12,6,15123,11008,0
0,13491,19072,12,6,15104,11008,0
6,13497,19084,12,6,15084,11008,0
6,13510,19097,6,6,15072,11014,0
6,13510,19104,6,6,15174,11014,0
6,13529,19110,6,12,15148,11020,0
6,13536,19116,6,19,15142,11027,0
12,13542,19123,6,25,15104,11033,0
19,13548,19129,6,32,14956,11033,0
25,13555,19136,6,25,14944,11046,0
25,13555,19136,0,25,14963,11052,0
25,13561,19136,0,32,14963,11059,0
19,13568,19136,6,32,14988,11065,0
19,13568,19142,6,32,15001,11059,0
25,13574,19168,6,32,15014,11072,0
25,13568,19174,12,32,15033,11078,0
25,13568,19180,12,25,15040,11084,0
19,13568,19187,12,19,15072,11091,0
12,13568,19193,12,12,15212,11104,0
6,13568,19200,19,12,15219,11110,0
6,13568,19206,19,12,15219,11123,0
6,13568,19212,19,6,15238,11136,0
6,13574,19219,12,12,15244,11142,0
6,13580,19219,12,12,15251,11155,0
0,13587,19212,12,12,15142,11161,0
0,13593,19219,6,6,15155,11161,0
0,13600,19225,6,6,15155,11161,0
0,13606,19232,12,6,15174,11168,0
0,13619,19238,12,6,15180,11168,0
0,13625,19244,6,6,15180,11161,0
0,13632,19251,6,6,15187,11155,0
0,13638,19251,6,6,15174,11148,0
0,13638,19257,12,0,15155,11155,0
6,13638,19264,12,6,15142,11161,0
6,13638,19264,12,6,15257,11161,0
6,13638,19276,12,6,15251,11168,0
6,13638,19283,12,6,15257,11168,0
12,13638,19289,6,6,15238,11161,0
12,13638,19289,12,6,15116,11168,0
19,13638,19296,19,6,15116,11174,0
25,13638,19296,19,6,15104,11174,0
32,13638,19296,19,12,15123,11180,0
32,13638,19302,12,12,15129,11180,0
25,13638,19308,12,12,15148,11180,0
25,13644,19315,12,12,15052,11180,0
25,13644,19302,12,19,15091,11180,0
25,13651,19296,12,25,15148,11174,0
19,13651,19296,12,25,15225,11180,0
19,13651,19302,6,25,15283,11187,0
12,13657,19302,0,25,15334,11193,0
6,13657,19308,6,25,15424,11200,0
0,13664,19315,6,19,15475,11200,0
25,9254,19142,3366,2470,7801,6540,1
25,9228,19168,3507,2368,7859,6566,1
19,9209,19200,3564,2208,7852,6566,1
19,9190,19264,3750,2195,7872,6553,1
12,9164,19296,3865,2150,7827,6528,1
6,9145,19321,3968,2214,7859,6508,1
6,9152,19334,4051,2259,7820,6489,1
6,9177,19353,4064,2259,7808,6470,1
12,9203,19366,4102,2291,7833,6464,1
12,9235,19385,4089,2259,7827,6464,1
12,9273,19417,4089,2259,7891,6457,1
12,9305,19436,4076,2252,7852,6438,1
12,9324,19462,4108,2329,7872,6464,1
19,9350,19481,4102,2297,7891,6489,1
19,9376,19507,4128,2310,7878,6515,1
19,9401,19526,4140,2284,7833,6534,1
12,9420,19558,4147,2284,7904,6547,1
19,9376,19564,3980,2323,7865,6553,1
12,9331,19558,3731,2387,7859,6572,1
19,9254,19552,3430,2457,7884,6579,1
19,9184,19539,3072,2540,7827,6604,1
19,9139,19500,2777,2560,7865,6643,1
25,9100,19443,2470,2579,7872,6675,1
19,9056,19379,2150,2604,7801,6713,1
19,9017,19321,1843,2585,7865,6739,1
19,8985,19270,1561,2592,7923,6771,1
19,8966,19232,1286,2496,7884,6809,1
12,9004,19219,1273,2342,7859,6848,1
12,9049,19232,1248,2150,7872,6873,1
12,9120,19225,1382,2009,7910,6905,1
12,9190,19200,1516,1817,7904,6924,1
12,9235,19238,1619,1721,7891,6937,1
12,9267,19276,1638,1580,7929,6944,1
19,9280,19308,1817,1580,7948,6944,1
19,9286,19328,1964,1529,7942,6944,1
19,9299,19347,2105,1491,7878,6937,1
19,9280,19366,2259,1542,7904,6924,1
19,9235,19366,2342,1632,7942,6918,1
19,9152,19334,2476,1702,7916,6899,1
12,9145,19340,2432,1664,7891,6880,1
19,9164,19372,2374,1670,7891,6873,1
25,9171,19379,2374,1651,7904,6867,1
25,9177,19398,2451,1632,7884,6867,1
19,9190,19430,2483,1529,7897,6873,1
19,9196,19475,2515,1504,7910,6873,1
25,9196,19513,2553,1497,7916,6880,1
25,9209,19500,2521,1484,7904,6886,1
25,9254,19507,2432,1420,7929,6892,1
32,9318,19513,2444,1388,7897,6899,1
38,9273,19494,2598,1593,7904,6886,1
32,9216,19488,2828,1804,7936,6854,1
25,9184,19481,2931,1971,7955,6828,1
25,9158,19475,3084,2169,7942,6803,1
25,9152,19462,3091,2304,7948,6777,1
25,9152,19449,3123,2476,7929,6758,1
25,9152,19436,3129,2611,7884,6739,1
32,9152,19462,3187,2732,7904,6720,1
38,9152,19475,3296,2860,7923,6700,1
38,9171,19513,3334,3001,7923,6694,1
32,9222,19552,3340,2982,7916,6707,1
32,9260,19577,3308,2931,7884,6726,1
38,9280,19603,3328,2937,7897,6739,1
32,9305,19622,3289,2912,7929,6752,1
32,9324,19648,3321,2963,7936,6758,1
38,9344,19660,3315,2950,7942,6764,1
32,9356,19680,3334,2969,8012,6764,1
32,9376,19692,3347,2976,7987,6764,1
32,9388,19712,3385,3027,7974,6771,1
25,9395,19724,3398,3014,8032,6771,1
32,9414,19737,3411,3040,7961,6771,1
32,9420,19750,3417,3040,8032,6771,1
32,9440,19756,3424,3059,8006,6777,1
32,9452,19763,3424,3072,7948,6784,1
32,9465,19769,3443,3072,7968,6790,1
25,9478,19776,3443,3091,7916,6796,1
32,9491,19776,3481,3110,7897,6809,1
25,9504,19782,3488,3104,7910,6828,1
25,9523,19788,3475,3078,7910,6841,1
32,9536,19795,3475,3072,7878,6854,1
25,9536,19801,3500,3052,7884,6867,1
32,9548,19814,3500,3020,7872,6880,1
25,9555,19801,3500,2956,7872,6886,1
25,9561,19808,3513,2931,7923,6892,1
25,9568,19814,3494,2880,7910,6899,1
32,9574,19820,3539,2867,7948,6905,1
32,9580,19814,3500,2822,8006,6912,1
32,9587,19820,3520,2816,7993,6912,1
32,9587,19827,3513,2771,7929,6918,1
25,9593,19833,3539,2777,8000,6918,1
32,9600,19840,3513,2745,8064,6924,1
32,9600,19840,3532,2777,8012,6931,1
32,9600,19865,3526,2803,7987,6937,1
32,9600,19872,3520,2835,7974,6944,1
32,9593,19878,3520,2880,8032,6950,1
32,9593,19884,3488,2880,8006,6956,1
25,9593,19904,3507,2912,7910,6963,1
32,9593,19904,3488,2937,7929,6969,1
25,9593,19904,3507,3008,8012,6969,1
32,9593,19910,3488,3008,7980,6976,1
32,9593,19897,3507,3059,7916,6982,1
403,17721,1305,0,0,780,16588,2
428,17766,1331,0,0,780,16646,2
448,17798,1350,0,0,819,16684,2
473,17830,1369,0,0,825,16716,2
492,17875,1382,0,0,832,16742,2
512,17894,1388,0,0,838,16768,2
531,17913,1401,0,0,838,16793,2
544,17932,1414,0,0,838,16812,2
550,17958,1427,0,0,819,16838,2
563,17952,1369,0,0,780,16851,2
582,17958,1305,0,0,755,16876,2
556,17971,1267,0,0,755,16908,2
544,17984,1235,0,0,723,16940,2
524,17996,1209,0,0,704,16972,2
505,17996,1184,0,0,691,17011,2
492,18009,1158,0,0,633,17049,2
480,18022,1126,0,0,640,17081,2
473,18041,1100,0,0,601,17113,2
460,18048,1075,0,0,614,17139,2
441,18086,1113,0,0,640,17171,2
422,18118,1158,0,0,665,17196,2
448,18124,1177,0,0,665,17216,2
460,18137,1190,0,0,678,17235,2
473,18144,1203,0,0,691,17248,2
492,18150,1209,0,0,691,17260,2
505,18156,1216,0,0,704,17280,2
518,18163,1222,0,0,704,17292,2
524,18163,1228,0,0,704,17312,2
537,18169,1235,0,0,716,17331,2
556,18169,1241,0,0,716,17350,2
563,18169,1248,0,0,723,17363,2
569,18176,1254,6,0,729,17376,2
576,18182,1248,6,0,736,17382,2
582,18195,1241,6,0,736,17395,2
595,18201,1241,6,0,716,17420,2
595,18214,1241,6,0,729,17420,2
595,18220,1241,6,0,729,17427,2
601,18227,1235,6,0,729,17427,2
608,18233,1235,6,0,723,17427,2
608,18240,1235,6,0,710,17427,2
620,18240,1235,6,0,704,17433,2
633,18252,1241,0,0,697,17440,2
640,18252,1254,0,0,697,17446,2
646,18252,1267,0,0,691,17452,2
640,18259,1280,0,0,716,17440,2
646,18259,1286,0,0,723,17446,2
659,18265,1299,0,0,710,17452,2
659,18272,1305,0,0,710,17459,2
665,18278,1305,0,0,716,17472,2
672,18284,1305,0,0,729,17484,2
665,18291,1305,0,0,736,17491,2
665,18291,1299,0,0,742,17497,2
672,18297,1299,0,0,736,17504,2
672,18304,1292,0,0,748,17497,2
678,18316,1292,0,0,736,17510,2
684,18316,1299,0,0,729,17516,2
684,18316,1299,0,0,742,17529,2
691,18316,1305,0,0,748,17529,2
691,18336,1312,0,0,748,17529,2
697,18336,1318,0,0,755,17536,2
704,18336,1324,0,0,748,17542,2
704,18336,1331,0,0,736,17548,2
704,18342,1337,0,0,755,17561,2
716,18348,1344,0,0,755,17580,2
716,18336,1331,0,0,742,17580,2
716,18342,1324,0,0,748,17587,2
716,18348,1324,0,0,742,17587,2
723,18355,1312,0,0,736,17600,2
723,18355,1299,0,0,729,17619,2
716,18368,1286,0,0,716,17619,2
716,18374,1280,0,0,723,17619,2
723,18380,1273,0,0,736,17619,2
729,18380,1267,0,0,710,17612,2
729,18380,1260,0,0,710,17612,2
729,18387,1267,0,0,729,17619,2
729,18387,1273,0,0,736,17619,2
742,18387,1273,0,0,736,17619,2
736,18387,1286,0,0,748,17625,2
736,18374,1292,0,0,742,17619,2
736,18368,1305,0,0,755,17625,2
742,18368,1312,0,0,755,17632,2
742,18368,1312,0,0,748,17638,2
742,18368,1318,0,0,761,17644,2
742,18368,1318,0,0,780,17644,2
742,18368,1324,0,0,780,17644,2
748,18368,1324,0,0,780,17644,2
742,18368,1318,0,0,780,17651,2
748,18368,1312,0,0,774,17651,2
755,18368,1312,0,0,800,17651,2
761,18368,1305,0,0,793,17651,2
761,18368,1299,0,0,780,17651,2
761,18368,1292,0,0,787,17651,2
755,18380,1286,0,0,793,17651,2
755,18380,1286,0,0,768,17657,2
761,18380,1280,0,0,774,17657,2
768,18380,1273,0,0,780,17670,2
768,18380,1273,0,0,787,17670,2
768,18380,1280,0,0,793,17676,2
768,18380,1286,0,0,787,17683,2
768,18380,1286,0,0,793,17683,2
6,6380,20396,5734,6,5478,6336,3
6,6438,20428,5734,6,5504,6342,3
6,6489,20460,5747,6,5516,6348,3
